ID;severidade;bloco;linha_planilha;campo;valor_na_planilha;valor_no_artigo;evidencia;explicacao;confianca_auditor;aceito_IVS;obs_IVS
AA_05;baixa;C_preditores;todas (42-50);Predictor Notes;"'13 factors stated in Methods; all listed in Table 1.'";"'13 factors' aparece apenas no Abstract; o corpo (Methods 2.3, p.3) nao da numero, apenas remete a Table 1";"Methods 2.3, p.3 - 'Various socio-economic and demographic factors were chosen as explanatory variables based on the literature [11-21]. The brief descriptions of the selected explanatory variables along with their categories were discussed in Table 1.'; Abstract, p.1 - 'The selected dataset consisted of 7079 children with 13 factors.'";"O valor 13 esta correto e e verificavel contando os fatores da Table 1, p.4 (regiao, tipo de local, sexo, idade da crianca, escolaridade materna, escolaridade paterna, idade materna, trabalho materno, ordem de nascimento, gemelaridade, agua de beber, tipo de sanitario, indice de riqueza = 13); apenas a atribuicao da fonte ao Methods esta errada, o numero so existe no abstract.";alta;;
AA_06;baixa;A_identificacao;;Setting;Urban;NR - o artigo nao classifica o cenario como urbano ou rural em nenhum ponto;"Methods, p.2 - 'Only public schools were targeted and about 95% of these fully participated'; Table 1, p.4 - 'schoolchildren from public schools in Florianopolis, Brazil'";'Urban' e inferencia a partir do municipio (Florianopolis), nao um dado reportado pelo artigo.;alta;;
AA_06;baixa;A_identificacao;;Age (months);84-132;84-132 e a leitura nominal de '7 a 11 anos', mas a Table 1 define as faixas etarias como 6,50-7,49 ate 10,50-11,49 anos, ou seja 78-137 meses;Methods/Abstract-titulo, p.2 ('longitudinal population study of 7-11-year-old children') e Table 1, p.4 (Age (years): 7 (6.50-7.49) ... 11 (10.50-11.49));A faixa real da amostra segundo a Table 1 e mais ampla que a conversao nominal 7-11 anos = 84-132 meses.;alta;;
AA_07;baixa;A_identificacao;53;Setting;Mixed;escolar/comunitario unico (creches/jardins de infancia e escolas primarias e ginasiais);"Methods, 'Study design and participants', p.2 — 'children aged 3-14 from 30 kindergartens and 26 schools in Beijing and Tangshan'; wave 1 em 30 jardins de infancia (set-dez/2020), wave 2 em 8 escolas primarias e 18 ginasios do distrito de Pinggu (jan/2022)";"Todo o recrutamento e a afericao ocorreram em jardins de infancia e escolas, sem componente clinico/hospitalar/domiciliar; 'Mixed' so se sustenta se o codebook da revisao usar esse rotulo para 'pre-escola + escola', regra que nao consigo verificar.";alta;;
AA_10;baixa;F_desempenho;65;Accuracy_raw;91.11;"91.10 (acuracia de TESTE do RF); 91.11 e o 'accuracy score' geral";Results, p.3 — 'Train and test accuracy of Rf is 99.40%, 91.10%' vs 'RF approach showed the best result with accuracy of 91.11% with test size of 0.2% and n-estimators = 300';"As linhas 66-68 usam a acuracia de teste explicita; a linha 65 usa o 'accuracy score', gerando fonte inconsistente entre linhas (diferenca de 0,01 pp, sem impacto pratico).";alta;;
AA_10;baixa;A_identificacao;;N (analysis)_raw;"837 (total dataset; split into train/test, test size stated as '0.2%', likely 20%)";"837 = tamanho do dataset bruto (Methods III.A); N analitico apos limpeza = NR";"Methods III.A, p.2 ('The dataset has 837 data together with 12 features') + Methods III.B, p.2 ('all null values and duplicate values had been cleaned by using ... NumPy'; 'they converted our worldwide dataset to only Asia's dataset')";O artigo remove nulos e duplicados e filtra o dataset mundial para a Asia depois de citar os 837, e nunca reporta quantos registros sobraram, entao o N analitico e NR e nao 837.;alta;;
AA_10;baixa;D_modelo;;Hyperparameter Tuning;NR (Random Forest n_estimators=300 reported without any tuning method);Ha evidencia de grid search para o SVM: o eixo x da Fig. 2 e da Fig. 3 traz um modelo rotulado 'SVM Using GSCV' (GridSearchCV);Fig. 2 e Fig. 3, p.3 — eixo x 'ML Model' com as categorias RF, LR, SVM Using GSCV, SVM, KNN;O texto realmente nao descreve tuning, mas o rotulo 'SVM Using GSCV' nas duas figuras indica busca em grade para o SVM, o que torna 'NR' incompleto.;alta;;
AA_10;baixa;E_validacao;;Internal Validation (study);"Single train/test split via 'Train Test Split'; Results state 'test size of 0.2%' (presumably 20%); no cross-validation or bootstrap";"Split unico confirmado (Methods III.C, p.2; Results, p.3), mas o rotulo 'SVM Using GSCV' das Fig. 2/3 implica validacao cruzada interna do GridSearchCV";"Methods III.C, p.2 ('‘Train Test Split’ basically used to split data for training set and test set') e Results, p.3 ('test size of 0.2% and n-estimators = 300'); Fig. 2/Fig. 3, p.3";"A afirmacao categorica 'no cross-validation' conflita com a unica pista de GridSearchCV do artigo; o resto do campo esta correto.";alta;;
AA_13;baixa;F_desempenho;69;AUC_raw;0.996996 (AUC 0.997);0.996996, mas e ROC-AUC multiclasse (4 classes), nao discriminacao binaria stunting vs nao-stunting;"Metodos secao 2.3, p.3 - 'One of the evaluation metrics used is ROC - AUC, which helps in assessing how well the model is able to distinguish between different classes'; Table 7, p.9, coluna ROC-AUC";Valor transcrito corretamente, mas a natureza multiclasse nao esta sinalizada na planilha.;alta;;
AA_13;baixa;G_eventos;69;N Events_raw / Events Denominator;2000 / 4000;NR - o artigo nunca reporta contagem de eventos nem prevalencia da sua amostra;"Secao 3.1, p.5-6 - '500 samples for each category of Nutritional Status were randomly taken from each gender group... This resulted in 4000 rows'; nao ha tabela de contagem de classes";"2000/4000 e derivacao aritmetica do desenho balanceado (correta e documentada em Events Notes, e corroborada pelos supports 184+209 de 800 na Fig. 6), mas nao e valor reportado; a prevalencia de 50% e artefato do subamostragem, nao a prevalencia populacional.";alta;;
AA_19;baixa;D_modelo;83;Best Model?;No;o artigo declara Ada Boost + SMOTE-ENN como um dos dois melhores para AMBAS as classes minoritarias (stunted F1=0.98 e stunting F1=1.00);"Results and Analysis, p.4 — 'SMOTE-ENN using Ada Boost classifier and SMOTE using Bagging classifier achieved the highest F1-value that other presented methods. Specifically, the F1-value for the minority classes (stunted and stunting) is 0.98 and 1.00'; Table X, p.6";"A planilha reparte a declaracao conjunta do artigo (Ada Boost=melhor so para stunted, Bagging=melhor so para stunting), mas o artigo atribui os dois valores 0.98/1.00 aos dois modelos simultaneamente; linha 84 (Bagging/stunted) tem o mesmo problema espelhado.";alta;;
AA_19;baixa;D_modelo;86;Algorithm;Voting (ensemble of RF + Ada Boost + Bagging);Voting — o texto diz que combina os resultados das TRES TECNICAS DE OVERSAMPLING, nao os tres classificadores;"Modeling Phase, p.4 — 'The Voting algorithm is finally implemented in order to combine the different results of the three oversampling techniques'; Fig. 3, p.4 — 'Implement Voting algorithm to broaden results'; Table XVI, p.8 reporta Voting separadamente para cada cenario de oversampling";"O parentese da planilha e uma interpretacao (a unica coerente com a Table XVI, que reporta um Voting por cenario de reamostragem), mas contradiz o que o artigo escreve literalmente; o artigo e autocontraditorio nesse ponto.";alta;;
AA_19;baixa;A_identificacao;;Setting;Not specified;posyandu (postos comunitarios de saude) locais de Yogyakarta;"Data Understanding, p.2 — 'This data collection process was done through collaboration with the local posyandu in which the organization provided key data'; Fig. 3 (flowchart), p.4 — caixa 'Literature review and collecting the data from local posyandu'";"O artigo diz de onde vieram os dados (posto comunitario/posyandu), o que caracteriza setting comunitario; a propria planilha registra isso em 'Source Type', entao 'Not specified' e inconsistente com a extracao dela mesma.";alta;;
AA_19;baixa;A_identificacao;;Age (months);0-60;"NR (nao reportado no texto; Fig. 2.1 mostra eixo 'Age (months)' de 0 a 60 e Fig. 2.4 traz linhas de exemplo com 32 a 58 meses)";"Fig. 2.1 (pair-plot), p.2 e Fig. 2.4, p.2; Introduction p.1 fala em 'children under the age of five' como grupo de risco de stunting em geral, nao como criterio da amostra";"A faixa etaria da amostra nunca e declarada no corpo do artigo; 0-60 e inferido do eixo do pair-plot e do enquadramento sobre menores de cinco anos.";alta;;
AA_22;baixa;A_identificacao;88;Setting;Urban;NR;"Methods III.A, p.3 — 'This research dataset was obtained from several Community Health Centers under the auspices of the Surabaya Health Service, Indonesia'; Conclusion, p.4 — 'Surabaya City Health Service'. Em nenhum ponto o artigo caracteriza o setting como urbano/rural.";'Urban' e inferencia a partir do nome da cidade (Surabaya), nao afirmacao do artigo.;alta;;
AA_22;baixa;A_identificacao;88;Source Type;cross-sectional health service records from Community Health Centers (Puskesmas) under the Surabaya Health Service, Indonesia;'several Community Health Centers under the auspices of the Surabaya Health Service, Indonesia' (Methods III.A, p.3);"Methods III.A, p.3; Acknowledgment, p.4 ('collect stunting data at several Community Health Centers')";"Os termos 'Puskesmas' e 'cross-sectional' nao aparecem no artigo; sao acrescimos do extrator (semanticamente compativeis, mas nao textuais).";alta;;
AA_23;baixa;G_eventos;;Events Denominator;30769 (conjunto de teste, 10%);"o artigo nao reporta numero de eventos em conjunto nenhum; o N analitico declarado nas mesmas linhas e 307.506";"Tables I-II, p.5 (somam 30.769); contagens do conjunto balanceado em p.4 (148.865 / 135.825 / 22.816 = 307.506)";"O denominador de eventos vem do teste enquanto o N (analysis) da mesma linha e o conjunto balanceado inteiro; a proporcao e equivalente (51,6%), mas o par N Events / N analysis fica internamente inconsistente.";alta;;
AA_23;baixa;C_preditores;;Candidate Predictors (n);4;"4 features SELECIONADAS (Age, Weight, Height, Z-Score); o numero de candidatos avaliados nao e reportado";p.3, III.A Exploratory Data Analysis: 'The selected features are: Age (A), Weight (W), Height (H), Z-Score';"4 e o numero de preditores efetivamente usados, nao de candidatos; estritamente o campo seria NR, embora o Predictor Notes da planilha ja registre a ressalva.";alta;;
AA_23;baixa;C_preditores;;Predictor Notes;colunas nao usadas descritas como 'child details, address, measurement location';existe tambem uma coluna 'Nutrition level', convertida de string para inteiro no preprocessamento, que nao aparece na lista de features selecionadas;p.3, III.B Preprocessing: 'Feature class and Nutrition level contain string-type data... the class and Nutrition level columns must be changed into integer-type data for better usage';Ambiguidade nao registrada na extracao: o artigo prepara 'Nutrition level' como se fosse usa-la, mas nao a inclui nas features selecionadas, o que deixa o numero real de preditores em duvida (4 ou 5).;alta;;
AA_24;baixa;C_preditores;92;3 Most Important Features;mesmo trio repetido nas 10 linhas de cada desfecho, inclusive nas linhas de KNN, DT, GB, XGBoost, RF, SVM, NB, ANN e DL;ranking existe apenas para a Logistic Regression;"Fig. 1 e Fig. 2, p.5 — titulo dos dois graficos: 'Feature Importance (Odds Ratios) - Logistic Regression'; texto IV.B.1, p.4: 'Figure 1 shows the feature importance from the logistic regression model'.";"O artigo nao reporta importancia de variaveis para os outros nove algoritmos; nessas linhas o campo deveria ser NR (ou ficar marcado como ranking do modelo LR).";alta;;
AA_24;baixa;C_preditores;;Predictor Selection;NR (Results state accuracy combined 'top accuracy results... that used k-fold techniques and feature selection', ...);a frase esta em Methods III.F.1 (Accuracy), p.3, nao em Results;Methods III.F.1 'Accuracy', p.3.;"Conteudo do campo esta certo (nenhum metodo de selecao e descrito); so a localizacao citada esta trocada.";alta;;
AA_26;baixa;A_identificacao;111-113 (campo igual em todas as linhas);Dataset Name;Bojongsoang Community Health Center toddler dataset (Bandung, Indonesia);"Bojongsoang Community Health Center. O artigo nao situa o centro de saude em Bandung; 'Bandung, Indonesia' aparece apenas na linha de afiliacao dos autores (School of Computing, Telkom University).";"p.1, bloco de afiliacao dos autores; p.3 §III.A 'obtained from the Bojongsoang Community Health Center'";"A cidade foi herdada da afiliacao dos autores, nao da descricao da fonte de dados; o pais (Indonesia) esta correto.";alta;;
AA_28;baixa;F_desempenho;114;F1-Score_raw (definicao da metrica, nao o valor);87.16% (KNN) e 96.68% (RF), registrados como F1-Score do desfecho stunting;"87.16% / 96.68% (Table III, p.4) - mas e F1 MACRO (media das duas classes); o F1 da classe stunting recalculado da Table I (p.4) e 76.39% para o KNN";"Table I, p.4 (TP=55, FN=8, FP=26, TN=804) reproduz exatamente a acuracia da Table III (859/893 = 96.19%); dessa mesma matriz, F1 da classe positiva = 76.39%, F1 da classe negativa = 97.93%, macro = 87.16% (bate digito a digito com a Table III), ponderado = 96.41%";"O valor copiado esta fiel ao que o artigo imprime; o problema e que o artigo rotula como 'F1-score' uma macro-media, entao o campo nao e comparavel com o F1 da classe positiva usado por outros estudos da revisao.";alta;;
AA_35;baixa;A_identificacao;;Dataset Name;Bojongsoang Community Health Center dataset (Bandung, Indonesia);Bojongsoang Community Health Center / Bojongsoang Health Center (cidade nao informada);"Results III.A, p.3 - 'The data used in this research was collected from the Bojongsoang Community Health Center'; Methods II.A, p.1 - 'collecting a dataset from the Bojongsoang Health Center'. 'Bandung' aparece no PDF apenas como cidade da afiliacao dos autores (Telkom University, p.1)";"A localizacao 'Bandung' atribuida ao posto de saude nao esta no artigo; foi inferida da afiliacao dos autores.";alta;;
AA_35;baixa;F_desempenho;;Metrics Source;"Table V (balanced dataset), test set; averaged over 10 iterations";"Tabela V (balanced dataset) confirmada; o artigo diz apenas 'The experiment will be conducted over ten iterations' e nao afirma que os valores sao MEDIA das 10 iteracoes nem que vem da particao de teste";"Results III.F, p.4 - 'The experiment will be conducted over ten iterations. The results for the imbalanced data can be observed in Table IV'; Results III.C, p.4 - 'The dataset is divided into training and testing sets with a ratio of 60:40'";"A identificacao da tabela-fonte esta certa; 'averaged' e 'test set' sao inferencias razoaveis mas nao declaradas pelo artigo.";alta;;
AA_36;baixa;E_validacao;;Validation Type;holdout test;"misto/mal descrito: 'test set' mencionado sem proporcao nem procedimento de split; o unico procedimento nomeado explicitamente e 5-fold CV para o stacking";"Secao II.D 'Performances Metrics', p.3 — 'The model's final performance in the test set was evaluated using the F1 score, accuracy, precision, and recall metrics'; Secao III (hiperparametros), p.5 — 'The stacking model applies 5-fold cross-validation to evaluate the ensemble's performance'. Nenhuma proporcao de split aparece no artigo.";"Rotular todas as 6 linhas como 'holdout test' conflita com a linha 131 (stacking), onde o artigo diz explicitamente que a avaliacao usa 5-fold CV; a nota da linha 131 registra a ambiguidade, mas o campo nao.";alta;;
AA_36;baixa;A_identificacao;;Setting;Not specified;inquerito domiciliar nacional, criancas de varias regioes da Indonesia (populacional/comunitario);"Methods II.A, p.2 — 'The data consists of 86,364 children aged 0-59 months from various regions in Indonesia'; Results III.A, p.4 — 'Data was collected from various regions in Indonesia'; Table I, p.2 — variaveis de domicilio (agua, sanitario, material de parede/telhado, posse do imovel, programas de assistencia).";O artigo nao nomeia um setting clinico, mas o corpo deixa claro tratar-se de inquerito populacional/domiciliar de abrangencia nacional, informacao mais util que 'Not specified'.;alta;;
AA_37;baixa;A_identificacao;;Age (months);0-60;"nao declarado em texto; compativel com o eixo do boxplot Age_at_measurement (0 a 60 meses) da Fig. 3";"Fig. 3, p.3 — boxplot 'Age_at_measurement' com eixo 0-60 e bigodes cobrindo praticamente todo o intervalo; nenhum criterio etario aparece em Methods ou Results";"A faixa nao e reportada como criterio de elegibilidade; foi lida de figura, entao e estimativa e nao valor reportado.";alta;;
AA_37;baixa;C_preditores;;Candidate Predictors (n);27;'This study reduces the original 27 features to 10, including the target feature' — se o alvo esta entre as 27, os candidatos sao no maximo 26;Results/III.B Data Preprocessing, p.3;"Ambiguidade do proprio artigo: 27 e o total de features do arquivo original, provavelmente com o alvo incluido; o campo Predictor Notes da planilha ja registra corretamente os 9 preditores efetivamente usados.";alta;;
AA_39;baixa;A_identificacao;;N (analysis)_raw;"1767 (test set; total dataset 8835, 80/20 split)";"8835 (7068 treino + 1767 teste; nenhuma exclusao descrita)";"Results III.A, p.2 — 'This data is a measurement from 2024 with 8,835 records'; Results III.B, p.4 — split 8:2; Table I, p.4 — total do teste = 1767";"O artigo nao exclui ninguem, entao o N analitico e o dataset inteiro (8835); a planilha registrou o N do conjunto de teste, o que subestima o N analitico ainda que a anotacao explique a origem do numero.";alta;;
AA_40;baixa;G_eventos;140;N Events_raw;62;"O unico enunciado textual de prevalencia diz '28 instances of stunting and 2938 normal cases ... class imbalance of 1: 47' (III.B, p.4); as matrizes de confusao (Tables II e III, p.4) mostram 62 positivos reais em 3000";"III.B, p.4; Table II e Table III, p.4 (linha 'Actual Class / Positive ... Total 62')";"O artigo se contradiz; a planilha escolheu 62 (coerente com a razao 1:47 declarada, 2938/62=47,4) e documentou o conflito em Events Notes, mas o valor 28 aparece explicitamente no corpo do texto.";alta;;
AA_40;baixa;A_identificacao;140;N (analysis)_raw;3000;"3000 e o N bruto; apos remocao de outliers por IQR o artigo enuncia 28 + 2938 = 2966 casos, mas as matrizes de confusao somam 3000. N analitico pos-preprocessamento nao e reportado de forma consistente.";"Introduction, p.1 ('3000 physical measurement records'); III.B, p.4 (IQR outlier removal; '28 instances of stunting and 2938 normal cases'); Tables II-III, p.4 (total 3000)";"O artigo remove outliers mas nunca declara o N resultante; 3000 e defensavel porque e o total das matrizes, porem nao ha N analitico limpo no artigo.";alta;;
AA_41;baixa;A_identificacao;todas (142, 143);Country/Region;Indonesia;NR (o artigo nao declara a procedencia geografica dos registros);"Methodology III.A, p.3 — 'Data can be obtained from the Kaggle website under the dataset named ""Stunting Baby/Toddler Detection"" [21]'; Results IV.A, p.4 — 'The data analyzed in this study is sourced from Kaggle, a public data source.' Nenhuma passagem do corpo do artigo situa geograficamente os dados.";Indonesia e inferencia razoavel (nome do dataset usa 'balita', autores e enquadramento indonesios), mas o artigo nunca afirma que os dados sao indonesios.;alta;;
AA_41;baixa;A_identificacao;todas (142, 143);N (analysis)_raw;"121,000 total; 70/30 train/test split (exact test N not reported)";"N analitico efetivo 120.999; N do teste = 36.299 (logo, treino = 84.700)";"Table I, p.4 — rodape 'ExampleSet (120,999 examples, 1 special attribute, 3 regular attributes)'; Fig. 5, p.5 — linha 'Truth overall' totaliza 36.299.";"O N exato do teste E reportado (Fig. 5), inclusive e o mesmo valor que a propria planilha usa em 'Events Denominator' = 36299; a ressalva 'exact test N not reported' contradiz o proprio campo G.";alta;;
AA_44;baixa;A_identificacao;todas (144-147);N (sample)_raw;9554;"Dataset inicial M = 99.388 pacientes (N = 49.694 pares); 9.686 pacientes (4.843 pares) apos o criterio de IMC; 9.554 apos todas as exclusoes";"Fig 2, p.6 - caixa 'Initial Dataset: M = 99,388 / N = 49,694' e caixa intermediaria 'M = 9,686 / N = 4,843'; Study population, p.5: 'we began with 49,694 pairs of matched cases and controls ... A total of 9,686 patients met the BMI criterion for inclusion.'";N (sample) repete o N analitico e nao registra nenhum N anterior as exclusoes, apesar de o artigo dar os dois numeros.;alta;;
AA_44;baixa;A_identificacao;todas (144-147);Inclusion/Exclusion;Exclusao apenas por falta de informacao de seguro em 2 anos da visita indice (alem dos criterios de IMC);Ha ainda uma exclusao de 9 pares (18 pacientes) por ausencia de Geo ID do endereco, aplicada ANTES da exclusao por seguro;Fig 2, p.6 - caixa 'Patients missing a Geo ID for their address M = 18, N = 9', levando de M = 9.686 para M = 9.668;Etapa de exclusao presente no fluxograma e ausente do texto corrido e da planilha.;alta;;
AA_44;baixa;A_identificacao;todas (144-147);Setting;Urban;"'patients from the Philadelphia metropolitan area' atendidos em visitas de atencao primaria do CHOP; o artigo nunca qualifica o setting como urbano";Materials and methods - Setting, p.4: 'Patients in this study were from a retrospective cohort of newly obese patients from the Philadelphia metropolitan area and matched control patients ...';"Rotulo 'Urban' e inferencia razoavel mas nao declarada; 'metropolitan area' abrange subúrbios.";alta;;
AA_44;baixa;G_eventos;todas (144-147);Missing Data (n);"52 matched pairs (104 patients) excluidos por falta de seguro; 641 (6,7%) com raca/etnia faltante";"132 pacientes (66 pares) perdidos entre o criterio de IMC (9.686) e a base final (9.554): 18 pacientes (9 pares) por Geo ID ausente + 104 pacientes (52 pares) por seguro ausente; 641 (6,7%) com raca/etnia faltante confere";"Fig 2, p.6 (9.686 -> 9.668 -> 9.554); Study population, p.5 (45 controles + 7 casos sem seguro); Table 1, p.7 (Unknown 641 = 6,7%)";"A contagem de missing esta incompleta: omite os 18 pacientes excluidos por Geo ID; os numeros de seguro (52 pares/104 pacientes) e de raca/etnia estao corretos.";alta;;
AA_45;baixa;C_preditores;todas (148-168, campo igual em todas as linhas);Predictor Types;... child (age, sex/birth order, birth size, birth interval, breastfeeding, diarrhea) ...;sexo da crianca nao aparece entre as variaveis independentes;"Table 1, p.7-8 lista exatamente 34 caracteristicas (Division, Residence, Water Source, Toilet facility, Electricity, Radio, Television, Religion, Reading Newspaper, Listening Radio, Wealth index, Contraceptive Use, Desire for more children, Breastfed 1st hour, Unmet family planning, Mother's current work status, Antenatal care, Delivery Place, Size of Child at Birth, Postnatal Care, Has diarrhea, Child Age, Birth Order, Birth Interval, Number of Under-5 children, Mother's Age, Mother's Education, Marital Status, Mother's BMI, Mother's Occupation, Father's Education, Father's Occupation, Family Size, Child Ever Born) e nenhuma e sexo da crianca; sexo tambem nao aparece nas Figs. 5-7 (p.11-12) nem nas listas Boruta (p.10)";A planilha inclui 'sex' entre os tipos de preditor, mas as 34 variaveis candidatas do artigo nao contem sexo da crianca (Table A1 e suplementar e nao esta neste PDF, entao resta uma margem pequena de incerteza).;alta;;
AA_46;baixa;F_desempenho;170;Accuracy_raw (cenario escolhido);63.37 (subconjunto de 5 features via ANOVA/CHI/IG);63.37 esta correto na Table III, mas o cenario 'All Features' do KNN e 60.4;Table III, p.4 (impressa 327) - bloco KNN, linha '5' = 63.37 (Anova/CHI/IG) e linha 'All Features' = 60.4;A regra usada foi 'maior acuracia por classificador', o que faz a linha do KNN vir de um cenario diferente (subconjunto filtrado) do das linhas NB e SVM (todas as features, sem filtro) - heterogeneidade de cenario entre linhas do mesmo estudo, ainda que declarada em Metrics Source.;alta;;
AA_46;baixa;A_identificacao;;Setting;Urban;"NR (nao declarado); inferivel de 'multiple health centers in Surabaya, East Java Indonesia'";"Methods III.A, p.3 (impressa 326) - 'The research dataset was taken from multiple health centers in Surabaya, East Java Indonesia'; Acknowledgment, p.5 (impressa 328) - 'several Surabaya City Health Centers'";"O artigo nunca classifica o cenario como urbano/rural; 'Urban' e inferencia a partir de os centros serem municipais de Surabaya.";alta;;
AA_46;baixa;A_identificacao;;Age (months);0-60;"NR (nao ha intervalo etario reportado); populacao descrita como 'toddlers' / 'children under five'";"Introduction, p.1 (impressa 324) - 'The stunting status of children under five in this study was stunting and normal'; Table I, p.3 (impressa 326) - variavel 4 'AGE, Continuous, Age in months', sem faixa";"0-60 meses e deducao do termo 'balita/under five'; o artigo nao reporta minimo, maximo, media nem desvio da idade.";alta;;
AA_47;baixa;E_validacao;;Validation Type;"NR (no train/test split or CV described; likely apparent)";NR — mas as matrizes de confusao (Fig. 4, p.6) somam 23 criancas (20,2% de 114), o que indica conjunto de avaliacao separado, nao metrica aparente sobre os 114;"Fig. 4(a-d), p.6 — cada painel soma 23 (RF: 9+5+6+3; SA=5: 11+1+7+4; SA=20: 10+2+5+6; SA=50: 12+0+6+5); Table IV, p.6 reproduz exatamente essas matrizes";O rotulo 'NR' esta correto (o artigo nunca descreve o procedimento), mas o parentese 'likely apparent' contradiz a propria observacao do extrator no campo vizinho 'Internal Validation (study)' e a evidencia da Fig. 4.;alta;;
AA_47;baixa;A_identificacao;;Age (months);0-60;"'a total of 114 children under the age of 5' — o artigo so declara o teto de elegibilidade; faixa etaria observada (minimo, media, distribuicao) e NR";Methods III.A 'Source of Data', p.2;"'0-60' e operacionalizacao do criterio de elegibilidade, nao faixa reportada; nao ha estatistica descritiva de idade em nenhum ponto do corpo do artigo.";alta;;
AA_50;baixa;A_identificacao;;Age (months);60-120;"NR como faixa; unicos valores de idade reportados sao 'kindergarten (typically age 5-6 years)' e '4th grade (typically age 9-10 years)' e media de 71,28 meses (DP 5,00) na medicao do jardim de infancia";"Introduction, p.3 ('...BMI information during kindergarten (typically age 5-6 years) on predicting children most likely to be obese by the 4th grade (typically age 9-10 years)'); Table 1, p.14 ('Student age, months 71.28 (5.00)', nota a: 'Age on date of kindergarten BMI measurement')";"O intervalo 60-120 e uma conversao derivada de '5-6 anos' a '9-10 anos'; e consistente com o corpo do artigo, mas nao e uma faixa reportada.";alta;;
AA_50;baixa;A_identificacao;;Setting;Mixed;"O artigo nao usa o termo 'setting'. O programa e escolar/estadual (escolas publicas do Arkansas); a Table 1 reporta 'Urban Census block 0.65 (0.48)', isto e, 65% urbano e 35% rural";"Methods, p.3-4; Table 1, p.14 (linha 'Urban Census blockb 0.65 (0.48)')";"Se 'Setting' codifica urbano/rural, 'Mixed' e sustentado pela Table 1; se codifica local de coleta, seria 'escolar/base populacional' - o campo e ambiguo sem o codebook, nao verificavel como divergencia real.";alta;;
AA_50;baixa;C_preditores;;Predictor Notes;Table 1 lists ~28 measures used as features;"A Table 1 lista 29 linhas de variaveis antes dos dois indicadores de obesidade (28 nao antropometricas + kindergarten BMI z-score); as duas ultimas linhas sao 'Obesity indicator - kindergarten' e 'Obesity indicator - 4th grade' (esta ultima e o desfecho)";Table 1, p.14-15 (contagem das linhas de 'Student age, months' ate 'Kindergarten BMI (z-score)');"Erro de contagem de uma unidade, ja atenuado pelo til ('~28'); o campo 'Candidate Predictors (n)' esta corretamente como NR porque o artigo nunca declara o numero.";alta;;
AA_50;baixa;A_identificacao;;Data Collection Period;"academic years 2003-2004 through 2018-2019 (kindergarten cohorts 2003-2004 to 2014-2015; 4th grade 2007-2008 to 2018-2019); analyzed in 2020";"O periodo (coortes de jardim de infancia 2003-2004 a 2014-2015; 4a serie 2007-2008 a 2018-2019) esta em Methods, p.3 e confere. O trecho 'analyzed in 2020' so aparece no Abstract";"Methods 'Study Population', p.3; 'analyzed in 2020' apenas no Abstract, p.1 (corpo so traz 'R, version 4.0.0' e acessos a pacotes em nov/dez de 2020, Methods p.5)";"Pela regra 2 da auditoria o abstract nao vale como fonte; o dado nao e contraditado pelo corpo, apenas nao e afirmado nele.";alta;;
AA_54;baixa;A_identificacao;180;N (sample)_raw;5,093;5186 (amostra bruta) / 5093 (amostra analitica);"Methods, Statistical analysis, p.3 - 'starting from the IFLS raw data consisting of 54 variables and 5186 observations'; Fig. 1, p.4 - caixa 'Raw dataset 54 variables. 5186 observations' -> 'Outlier Removal include n = 5093 observations exclude n = 93 observations' -> 'Final dataset 23 variables, 5093 observations'";"A planilha repete 5093 tanto em N (sample) quanto em N (analysis); o N bruto antes das exclusoes e 5186, embora o proprio artigo chame 5093 de 'the IFLS dataset' nos Results (p.3) e a extracao registre 5186->5093 no campo Missing Data (n).";alta;;
AA_54;baixa;F_desempenho;180;Precision_raw;NR;0.8038 (PPV = precisao da classe positiva) para o kNN;"Results, p.4 - 'a positive predictive value (PPV) of 80.38% and a negative predictive value (NPV) of 86.78% were obtained'; Table 5, p.8 - TP=1352, FP=330 -> 1352/1682 = 0.8038";"Para a linha do kNN a precisao esta reportada no corpo do artigo sob o rotulo PPV e e reprodutivel pela matriz de confusao; a extracao a guardou apenas no campo livre 'Other Metrics' em vez de Precision_raw (para os outros 4 algoritmos NR esta correto, pois nao ha matriz de confusao nem PPV).";alta;;
AA_55;baixa;A_identificacao;185-198 (todas as 14 linhas);N (analysis)_raw;"5941 (stunting) / 6155 (wasting), descritos como 'aggregated 5-fold validation samples; total dataset 15,638'";"15.638 (amostra analitica); 5.941 e 6.155 sao as contagens agregadas de validacao das 5 folds";Section 2.2, p.3 - 'After preprocessing, the full dataset (15,638 samples) underwent 5-fold cross-validation... The combined validation was set across all five folds yields providing 5941 samples for stunting and 6155 samples for wasting';"O N analitico do estudo e 15.638 (nenhum registro excluido); 5.941/6.155 sao contagens de avaliacao pos-SMOTE, e a propria aritmetica do artigo nao fecha (5 folds x 20% de 15.638 = 15.638), o que a planilha reproduz sem corrigir, embora divulgue os dois numeros no proprio campo.";alta;;
